"Dy" "MxT" "MnT" "AvT" "HDDay" "AvDP" "hrp" "TPcpn" "WxType" "PDir" "AvSp" "Dir" "MxS" "SkyC" "MxR" "MnR" "AvSLP" "spread"
"14" 14 61 59 60 5 55 0 NA 60 6 80 9 10 93 87 1008 NA 2
